sl.no,Pick_Time,Actual_Quantity,number_of_items_container,total_quantity_of_items_in_container,volume_of_items_present_in_container,Total_Weight_of_items_present_in_container,Height_of_item,Length_of_item,Width_of_item,weight_of_each_item
1282,12.843,1,11,30,1879.6625,8.6337,0.9,7.6,6.4,0.625
1283,19.483,3,6,16,916.4067354,6.9131,0.9,7.6,6.4,0.625
1284,11.356,1,0,0,0,0,5.75,4.5,1.75,0.5
1285,11.937,1,1,1,122.5,1.4,2.5,4,1.5,0.1875
1286,8.303,1,1,1,39,0.8125,2.25,4.25,4.25,0.62
1287,14.634,1,6,11,1305.6875,22.565,2.75,4.75,2.5,1.04
1288,12.883,2,5,12,1994.15625,7,4,3,3,1
1289,4.2,1,3,3,476,5.115,9.5,4,4,3.4875
1290,6.58,1,8,13,1968.448354,22.5475,3,4.25,4.25,1
1291,8.464,1,4,8,352.46875,3.62,9.5,4,4.25,4
1292,17.253,1,7,8,425.75,6.53,3,6.5,4.5,0.25
1293,8.13,1,4,6,842.1875,14.3938,6.5,6.5,0.85,0.6438
1294,16.257,2,4,8,1032.203125,9.7681,2.5,4,4,0.4
1295,36.34,1,3,3,532.5,2.955,2.75,6,4,0.75
1296,12.047,1,8,14,1132.542199,12.96,7,5.25,3.5,0.875
1297,12.433,1,4,8,246.671875,1.7024,2,4.25,4.25,0.54
1298,6.79,1,1,1,152,4,2.5,7,6.25,0.25
1299,9.466,1,5,7,909.03125,5.3875,3,4.25,4.25,1
1300,7.553,1,10,12,1078.46875,6.9762,1.25,6.5,4.5,0.9375
1301,3.904,12,1,1,347.9765625,3,3.75,1.5,1.5,0.125
1302,5.577,1,4,4,462.9375,3.4137,2.5,3.75,3.75,0.3312
1303,2.71,1,1,1,152,4.66,9.25,3,3,2.24
1304,6.44,1,3,9,315.25,2,2.75,11.75,4,1.5
1305,7.24,1,8,12,1597.729455,19.7575,1,7,8,0.625
1306,15.21,2,2,4,374.875,5.6,2.5,7,6,0.4562
1307,41.18,1,7,8,1136.21875,9.59,1,5.5,5.5,0.625
1308,8.587,1,3,3,199.0375,1.81,5.25,2.5,2.5,0.275
1309,10.386,1,3,3,179.71875,1.1262,1.75,4.75,4.75,0.54
1310,40.37,1,5,7,642.3125,8.7925,10.5,4,4,4
1311,9.45,2,3,4,318.75,1.1406,2.5,3.5,3.5,0.3312
1312,10.913,1,7,10,1280.1376,11.2575,3,5,5,1.0625
1313,12.166,1,2,3,309.375,3.075,6,7,10,3.5
1314,10.957,1,5,5,444.13125,3.8287,5.25,6.5,1.5,0.82
1315,18.524,2,5,7,381,5.0575,5.5,2.75,2.75,1.2375
1316,12.77,1,6,10,642.265625,7.6725,9.5,4,4,3.4875
1317,9.586,1,10,10,894.5,9.2787,2.25,5,5,0.625
1318,19.12,1,2,6,381.5,2.5,2.25,3,3,0.2656
1319,22.096,4,2,2,138.84375,0.74,3.5,8.87,7.25,0.3125
1320,4.264,1,6,7,949.75,8.3025,2.75,5,2.5,1.0125
1321,32.087,1,1,2,63.75,0.275,1.5,5.25,2.75,0.54
1322,9.48,2,1,5,158.203125,0.5,2.25,3.75,3.75,0.375
1323,16.486,2,7,7,736,9.0325,8.5,5.5,0.85,0.42
1324,9.327,2,3,10,421.25,1.6457,4,5.25,3,1.1625
1325,16.04,3,11,21,1260.320303,11.4387,2.5,3.75,3.75,0.375
1326,7.683,1,7,9,1384.15625,11.8975,2,7.25,3.25,0.4375
1327,5.5,1,3,8,328.28125,1.97,9.25,3,3,2.24
1328,11.036,1,0,0,0,0,1.75,4.75,4.75,0.54
1329,8.023,1,3,3,191.3875,5.0436,9.5,3.85,3.85,4.4938
1330,11.58,1,1,1,41.015625,0.84,9.5,4,4,3.4875
1331,62.28,3,3,8,323.390625,1.6406,7,3,3,1.375
1332,9.62,1,4,5,808.34375,4.92,10.5,4,4,4
1333,16.12,1,0,0,0,0,1.75,6,6,0.6875
1334,9.55,2,3,4,248.828125,2.16,0.9,7.6,6.4,0.625
1335,7.404,1,1,2,841,3,1,6.25,5.75,0.75
1336,26.304,1,11,16,1281.279375,9.8244,3,5,5,1.0625
1337,0.136,1,6,7,1241.25,15.76,2,5.9,5.9,0.6875
1338,7.19,1,15,18,1408.36325,11.14,1.75,9.75,2,0.6562
1339,12.333,4,4,5,354.9375,2.0381,1.75,8.5,4.75,0.6
1340,61.53,7,0,0,0,0,2.5,4,1.5,0.1875
1341,5.003,1,1,1,33.75,0.625,3.5,8.87,7.25,0.3125
1342,6.976,1,0,0,0,0,2.25,5,5,0.625
1343,6.87,1,1,1,103.5,0.375,2,8,6.5,0.5625
1344,8.197,1,5,9,352.5175,1.7249,9.5,4,4,3.4875
1345,15.164,1,1,1,222.75,1.54,10.5,6.75,0.5,0.76
1346,27.287,1,13,18,1619.328125,11.25,2.25,3,3,0.2656
1347,10.794,1,4,5,492.21875,3.29,3.25,5.25,4,1
1348,8.376,1,2,3,429.28125,3.5,2.5,5.75,1.25,0.5
1349,10.807,1,7,8,1014.7675,6.0919,3.25,5.25,4,1
1350,13.293,1,3,4,287.40625,2.795,2.2,5.75,1.2,0.5
1351,6.4,1,2,2,316.125,3.52,1.75,6,4.75,1.32
1352,16.03,2,2,2,55.18,0.94,2.75,5.25,2.5,1.04
1353,77.987,2,0,0,0,0,1.5,8.5,6,0.2188
1354,11.86,1,0,0,0,0,1.25,7.25,6,0.3125
1355,19.08,2,0,0,0,0,2.5,3.75,3.75,0.375
1356,46.313,1,11,13,1754.53125,23.4337,2.75,5.25,2.5,1.04
1357,7.5,1,9,11,1188.3125,11.9825,2,4.5,3.75,0.58
1358,8.83,1,10,21,1764.4375,11.1,2,7,7,1
1359,10,1,0,0,0,0,3.25,6.5,3.25,1.0625
1360,12.107,1,4,5,362.59375,2.3375,1,5.5,5.5,0.625
1361,10.95,1,0,0,0,0,8.5,2.5,2.5,0.4062
1362,9.286,1,0,0,0,0,1.25,8.25,5.5,0.4
1363,16.437,1,10,16,1745.328125,14.3175,2.5,5.25,3.25,1
1364,9.5,1,1,1,43.776,0.625,5.25,10.25,0.25,0.5
1365,8.303,2,12,13,1338.264901,16.1575,5.65,2.247,2.247,0.5
1366,8.676,1,13,17,1459.330125,15.6775,8.5,5.5,0.85,0.42
1367,7.853,1,1,1,39.703125,1,1.55,4.85,4.85,0.56
1368,28.737,1,17,23,2056.911976,21.0586,4,5.25,3,1.1625
1369,8.24,1,3,7,352.4375,2.7062,6,7,10,3.5
1370,31.173,2,2,4,212.203125,2.5812,7,2.25,2.25,1.0625
1371,6.89,1,10,13,1068.953125,12.9375,2.75,5.25,2.5,1.04
1372,8.35,1,4,4,428.37,7.78,2.5,4.75,4.75,0.875
1373,9.533,1,7,8,1019.261075,12.7538,1,4.5,4.5,0.375
1374,69.14,1,8,10,824.734375,10.7406,1.75,4.75,4.75,0.54
1375,8.657,1,5,6,912.578125,4.9975,7,5.5,0.25,0.5625
1376,6.54,1,2,2,236.625,1.285,7,5.5,0.25,0.5625
1377,6.08,1,5,7,406.602286,3.4413,3,11.5,4.25,1.84
1378,14.806,1,7,9,1215.640625,9.5938,6,6,6,0.7931
1379,8.567,1,12,12,1890.568375,27.7825,2.75,6,4,0.75
1380,5.477,1,10,13,1738.1875,11.4006,1.5,4.25,2.5,0.5
1381,11.196,1,4,4,551.8728,3.29,1.65,4.29,4.29,0.25
1382,7.406,1,7,7,353.30725,8.045,4,5.25,3,1.1625
1383,11.116,2,0,0,0,0,9.25,3,3,2.24
1384,10.026,1,1,4,108,0.66,7.25,8.25,2.5,0.125
1385,11.887,2,5,6,558.3752427,10.295,9.5,4,4,3.4875
1386,15.05,1,2,3,165.4125,1.3938,1,5.5,5,0.75
1387,10.28,1,7,8,1057.328125,7.9937,5.563,5.125,0.938,0.5625
1388,20.547,2,1,1,60,0.75,5.88,1.25,3.25,0.15
1389,21.62,2,0,0,0,0,2.5,3.25,3.25,0.3312
1390,21.377,1,3,3,335.28125,4.6,2.75,5,2.5,1.0125
1391,22.297,1,10,11,1005.502864,10.7024,2,4.5,3.75,0.58
1392,14.707,1,8,9,746.359375,8.715,0.25,7.5,9.75,0.1875
1393,10.334,1,5,7,857.625,9.06,10,3,3,2
1394,26.03,1,3,7,1665.2625,10.53,9.5,3.85,3.85,4.4938
1395,7.01,1,6,10,765.123125,3.5725,6.25,2.5,2.5,0.9
1396,6.033,1,14,21,1702.91625,13.5775,2,5.25,5.25,0.5
1397,8.75,1,15,23,1958.38125,15.4537,9.25,3,3,2.24
1398,7.553,1,4,5,577.125,6.125,0.5,5.5,6.5,0.75
1399,23.96,2,3,5,658.20125,2.3125,3,11.5,4.25,1.84
1400,24.313,2,0,0,0,0,1,9,5,0.4375
1401,7.57,2,10,12,1347.15625,11.8662,5.88,1.25,3.25,0.15
1402,4.107,1,2,3,696.5,8.1875,8.5,5.5,0.85,0.42
1403,14.223,2,4,4,802.9765625,5.8031,2.5,4,1.5,0.1875
1404,11.803,2,5,7,677.03125,7.4887,0.9,7.6,6.4,0.625
1405,6.924,1,3,4,439.875,4.375,9.25,3,3,2.24
1406,16.73,2,3,4,384.046875,2.085,3,11.5,4.25,1.84
1407,6.476,1,7,8,944.421875,13.1,2.75,5,2.5,1.0125
1408,23.033,2,2,2,203.75,1.0825,2,7.25,2,0.5
1409,10.037,1,2,2,180.859375,1.375,2.75,5.25,2.5,1.04
1410,6.673,1,3,3,208.8075,1.9475,9.25,3,3,2.24
1411,10.214,1,4,5,872.7413125,6.556,3.25,4.25,4.25,0.54
1412,5.07,1,1,2,63.28125,0.375,3,11.5,4.25,1.84
1413,6.673,1,3,3,258.8125,2.87,3,11.5,4.25,1.84
1414,7.534,1,0,0,0,0,9.5,7,1.5,0.52
1415,7.344,1,7,8,989.22563,7.0975,2,4.25,4.25,0.54
1416,9.584,2,2,2,127.515625,0.7975,1,9,5,0.4375
1417,17.79,3,1,4,891,1.54,9.5,4,4,3.4875
1418,9.397,1,2,4,105.875,0.6874,3.25,4.25,4.25,0.54
1419,18.707,1,5,10,861.0625,3.0531,3,11.5,4.25,1.84
1420,16.773,1,3,5,184.364577,1.3862,1,7.5,4,0.42
1421,8.16,1,2,2,47.03125,1.2625,7.5,2.5,2.5,1.4
1422,6.734,1,4,4,566.4375,3.4956,7,5.25,3.5,0.875
1423,10.21,1,7,9,290.153537,2.7249,2.5,3.75,3.75,0.375
1424,24.05,4,1,2,170.625,0.86,9.25,3,3,2.24
1425,11.736,4,8,14,1863.9375,12.2425,7.45,2.17,2.17,0.875
1426,19.046,1,7,10,961.359375,5.58,0.25,7.5,9.75,0.1875
1427,16.18,1,0,0,0,0,2.75,11.75,4,1.5
1428,19.913,1,6,9,599.677386,7.4048,8.5,2.5,2.5,0.4062
1429,10.293,1,5,5,711.84375,10.4697,4,5,5,0.875
1430,6.496,1,5,6,662.875,8.63,10.5,6.75,0.5,0.76
1431,8.98,1,4,11,475.28125,4.1612,3,11.5,4.25,1.84
1432,11.55,1,5,5,348.73625,5.3675,5.25,10.25,0.25,0.5
1433,13.574,1,10,14,1506.4375,11.0087,1.25,8.25,5.5,0.4
1434,28.676,5,9,13,1321.659375,19.4475,4.5,1.5,1.5,0.1062
1435,7.047,1,9,15,1339.212875,9.5731,2.25,4.25,4.25,0.62
1436,23.007,1,10,18,1462.5625,11.1374,3.15,4.5,4.5,1.06
1437,6.274,1,4,9,611.8125,1.9888,3,11.5,4.25,1.84
1438,19.397,2,4,5,221.46875,2.455,1.75,8.5,4.75,0.6
1439,6.693,1,3,6,1134.625,5.7875,1.5,5.25,2.75,0.54
1440,15.236,3,1,1,49.21875,0.4875,1,9,5,0.4375
1441,9.5,1,11,15,1643.109375,20.49,1,7.5,4,0.42
1442,20.266,1,4,6,520.890625,2.2625,3,6.5,4.5,0.25
1443,7.184,1,5,5,332.5,6.1375,5.25,2.5,2.5,0.275
1444,22.38,4,5,11,1083.546875,11.425,9.25,3,3,2.24
1445,11.863,2,3,3,213.9375,5.895,2.5,7.8,8.1,0.25
1446,7.917,1,4,6,1381.65625,8.5125,10.25,4.5,4.5,3
1447,16.623,1,4,4,293.8125,2.95,4.25,5.75,2.75,0.9688
1448,14.7,1,7,9,697.25,11.9975,6,7,10,3.5
1449,9.46,1,8,14,1939.6875,8.8856,2.25,3,3,0.2656
1450,7.23,2,1,1,126.4375,2.25,2.5,3.75,3.75,0.3312
1451,13.296,1,15,28,1811.296875,14.7244,2.25,3,3,0.2656
1452,32.22,1,4,4,564.125,6.4038,3,11.5,4.25,1.84
1453,32.1,2,2,3,366.5,1.5,3,9,8.5,1.125
1454,4.43,1,16,24,1497.475,11.32,3.25,5.25,3.75,0.9375
1455,6.144,1,7,12,759.35063,3.6937,6,6,6,0.7931
1456,28.183,1,7,7,647.407875,7.2955,0.79,3.94,3.94,0.4375
1457,9.697,1,4,40,1384.375,1.3824,9.5,4,4,3.4875
1458,5.267,1,10,10,1279.203125,11.7817,9.5,4,4,3.4875
1459,50.07,2,9,15,1523.15625,13.8225,3.5,8.87,7.25,0.3125
1460,6.194,1,13,14,1200.359375,13.0913,3.5,8.87,7.25,0.3125
1461,12.94,1,0,0,0,0,8.5,2.5,2.5,0.4062
1462,13.203,1,0,0,0,0,8.5,2.5,2.5,0.4062
1463,21.124,1,5,5,758.0625,5.3,7,10,1,1.1
1464,21.293,2,2,2,116.9375,1.72,3.5,2.75,2.75,0.375
1465,15.807,1,3,4,337.8777393,2.985,3,4.25,4.25,1
1466,11.757,1,8,10,1128.940239,6.7509,9,6.75,0.5,0.54
1467,7.9,1,6,13,1395.4375,9.8375,2.5,7,1.5,0.24
1468,6.937,1,0,0,0,0,2.75,11.75,4,1.5
1469,21.247,3,2,2,504,1.0706,2.5,4,4,0.3312
1470,12.423,3,1,1,68.65625,1.0625,6.75,3.75,2,0.5
1471,21.843,1,1,2,387.5,5.1,3.25,6.5,3.25,1.0625
1472,13.296,2,1,2,420,0.2812,1,5.5,5.5,0.625
1473,26.013,1,5,7,234.15625,2.7412,1.25,6.25,4.25,0.5625
1474,19.573,1,3,4,433.90625,2.1325,2.25,5,5,0.625
1475,6.464,1,4,7,711.6334372,4.5813,5.5,8,6.5,2
1476,10.183,1,3,3,225.203125,5.91,6,6,6,0.7931
1477,11.277,4,2,4,140.625,0.75,2.5,3.75,3.75,0.3312
1478,16.89,1,4,4,355.71875,3.59,1.75,8.5,4.75,0.6
1479,21.114,1,11,13,1030.640625,15.0425,1,1,1,1
1480,6.574,1,5,6,1587.725,4.5,2.75,4.75,2.5,1.04
1481,7.837,1,5,14,592.25,4.1275,2,5.9,5.9,0.6875
1482,27.273,1,0,0,0,0,1.5,5.25,4.5,0.78
1483,42.063,1,0,0,0,0,1.5,4.25,2.5,0.5
1484,22.216,1,6,7,715.854825,4.9931,2.5,3.75,3.75,0.3312
1485,4.047,1,9,12,1410.21875,15.1525,3,11.5,4.25,1.84
1486,16.37,1,6,8,549.359375,4.705,9.5,4,4,4
1487,10.727,1,9,10,1208.75,9.96,4,5.25,3,1.1625
1488,11.764,2,12,28,1301.88125,10.1361,0.5,5.75,4.75,0.375
1489,11.837,3,10,16,1414.420185,17.3525,2.5,4,4,0.3312
1490,7.597,1,9,9,996.84375,7.8762,3,11.75,4.25,1.125
1491,6.537,1,7,11,664.5625,6.0125,2,7,7,1
1492,10.44,1,9,10,1236.6625,10.5388,2.5,4,4,0.3312
1493,9.27,1,3,4,268.875,5.9875,4,3,3,1
1494,15.803,1,9,9,1010.334375,7.4788,4.25,5.5,3,1.62
1495,5.084,1,3,3,393.0625,4.6125,9.5,4,4,3.4875
1496,12.543,1,6,7,1050.4375,13.125,1.75,4.75,4.75,0.54
1497,19.636,1,0,0,0,0,2.5,5,5,0.625
1498,71.544,1,7,21,890.078125,5.7509,1.5,4.25,2.5,0.5
1499,3.227,1,3,4,1016.346489,8.6063,9.25,3,3,2.24
1500,19.617,4,0,0,0,0,9.25,3,3,2.24
1501,26.693,1,9,10,1233.71875,15.2313,2.25,4.25,4.25,0.62
1502,13.523,1,0,0,0,0,8.5,2.5,2.5,0.4062
1503,12.496,1,6,9,857.984375,6.7225,9.5,3.85,3.85,4.4938
1504,15.397,2,13,17,1434.40625,14.0887,6.25,2.5,2.5,0.9
1505,10.936,2,1,1,41.34375,0.5,3,11.5,4.25,1.84
1506,6.71,1,9,11,1041.562743,10.5399,10.5,4,4,4
1507,11.244,1,4,4,642.765625,6.25,7.75,2.75,2.75,1
1508,19.296,4,3,3,901.9375,4.56,1.65,4.29,4.29,0.25
1509,18.9,1,3,3,726,8.25,3,11.75,4.25,1.125
1510,12.247,2,4,12,622.9375,6.4813,7.25,8.25,2.5,0.125
1511,22.194,1,10,12,1199.1875,12.4237,9.5,4,4,3.4875
1512,15.637,3,4,8,1479.546875,9.2812,1.25,6.25,4.25,0.5625
1513,11.607,1,4,5,742.09375,5.25,1.25,8.25,5.5,0.4
1514,8.023,1,3,3,316.21875,2.925,1.25,6.25,4.25,0.5625
1515,7.744,1,7,7,759.875,10.075,3,11.75,4.25,1.125
1516,25.27,2,0,0,0,0,2.5,3.75,3.75,0.375
1517,12.906,1,6,7,494.609375,5.8588,10,3,3,2
1518,25.81,1,14,19,1390.296875,15.6675,2.5,7.5,5.25,1.625
1519,15.85,4,4,7,434.0625,2.6537,2.5,4,4,0.4
1520,9.48,1,7,11,566.875,4.025,2.75,5.25,2.5,1.04
1521,8.363,1,9,12,1064.4375,8.7975,3,11.5,4.25,1.84
1522,10.12,2,2,3,187.5,0.985,1.65,4.29,4.29,0.25
1523,21.46,1,0,0,0,0,2.5,5.75,5,0.2188
1524,27.89,5,2,4,589.1875,5.19,2.5,3.25,3.25,0.3312
1525,8.853,1,5,5,630.421875,15.525,3,11.5,4.25,1.84
1526,13.35,1,11,17,1802.296875,21.0075,3,4.25,4.25,1
1527,12.26,1,12,13,1031.303125,15.2863,2.2,5.75,1.2,0.5
1528,9.3,1,7,14,683.7761587,4.7575,2.25,5,5,0.625
1529,5.777,1,5,8,816.890625,10.6912,1.75,8.5,4.75,0.6
1530,16.356,5,4,5,697.3125,6.82,2.26,3.74,3.74,0.3312
1531,11.38,1,5,5,442.75,6.625,1.75,8.5,4.75,0.6
1532,9.606,1,7,8,1189.289063,6.4875,1.5,4.25,2.5,0.5
1533,22.727,1,6,6,536.421875,5.8663,9.25,3,3,2.24
1534,22.446,1,6,13,1054.505,3.7763,5.88,1.25,3.25,0.15
1535,6.613,1,0,0,0,0,2,4.5,3.75,0.58
1536,10.444,1,4,5,255.978125,2.8788,1.78,2.92,2.91,0.34
1537,63.296,2,3,6,279.17,2.9125,1,5.5,5.5,0.625
1538,7.78,2,2,3,255.75,0.5,7.25,8.25,2.5,0.125
1539,11.457,1,2,2,120.6,2.5,1.5,7.5,6.29,0.8125
1540,7.987,1,7,10,825.234375,6.7706,2,4.5,3.75,0.58
1541,15.886,1,3,4,285.015625,5.585,0.5,5.5,6.5,0.75
1542,17.05,1,3,3,232.140625,4.2043,8,2.25,2.25,0.8125
1543,18.197,1,0,0,0,0,2.75,11.75,4,1.5
1544,8.186,2,6,9,735.275,5.4062,9.5,4,4,3.4875
1545,11.233,1,3,6,644.453125,7.375,9.5,4,4,3.4875
1546,29.21,2,4,8,350.3125,1.75,1,5.5,5,0.75
1547,7.664,2,5,8,1004.59375,12.3125,2,5.9,5.9,0.6875
1548,7.224,1,6,6,708.984375,3.7987,2.75,5,2.5,1.0125
1549,22.74,4,6,20,875.15625,3.3188,2.5,4,4,0.4
1550,40.06,3,0,0,0,0,2.5,3.25,3.25,0.3312
1551,15.17,1,6,9,1190.59375,7,6,7,10,3.5
1552,58.823,1,17,22,1304.875,15.2375,2.75,5,2.5,1.0125
1553,11.69,2,6,10,547.109375,5.0662,2.5,5.25,3.25,1
1554,27.337,12,5,41,1819.02601,5.4124,2.5,3.75,3.75,0.3312
1555,9.71,1,2,2,188.88188,4.05,4,3,3,1
1556,13.867,2,7,7,978.92875,15.21,3,6,6,0.3125
1557,18.454,2,4,6,610.84375,8.3625,3,11.5,4.25,1.84
1558,15.38,2,0,0,0,0,9.5,3.85,3.85,4.4938
1559,63.516,2,1,1,420.5,3,3,5,5,1.0625
1560,21.843,1,5,6,925.147662,5.5106,3,6.5,4.5,0.25
1561,10.163,1,1,4,144,0.5,1,9.5,6.25,0.52
1562,4.94,1,10,19,1243.870324,3.8061,3,11.75,4.25,1.125
1563,9.203,1,2,3,204.8125,3.8187,3,11.5,4.25,1.84
1564,7.143,2,3,3,582.5,4.5,9.5,4,4,3.4875
1565,15.586,0,1,2,60.306,0.6875,2,5.25,5.25,0.5
1566,7.234,1,6,9,389.148125,5.675,3,11.5,4.25,1.84
1567,14.58,1,9,9,1067.185162,12.6649,2.75,5,2.5,1.0125
1568,20.35,2,6,11,612.34375,4.3237,2,5,1,0.1437
1569,14.957,1,11,27,1466.16579,15.68,3,4.25,4.25,1
1570,10.014,1,6,10,926.95544,11.995,5.5,8,6.5,2
1571,29.864,2,3,4,139.69438,1.2825,1.75,4.5,4.5,0.5
1572,7.637,1,3,8,278.203125,1.0912,1,9,5,0.4375
1573,10.057,1,3,5,409.234375,6.835,0.9,7.6,6.4,0.625
1574,10.896,1,3,8,537.46875,4.6575,2.75,11.75,4,1.5
1575,6.527,1,1,1,53.125,0.4062,1.5,6.25,5.25,0.875
1576,13.113,2,10,10,1194.421875,14.6362,4.75,6,1.5,0.3125
1577,14.396,1,10,11,821.21575,10.4109,2.25,3,3,0.2656
1578,11.974,1,1,1,41.25,0.4,9.25,3,3,2.24
1579,28.283,3,2,2,558.3125,4,6,7,10,3.5
1580,16.15,2,4,9,705.07575,5.1925,3,11.5,4.25,1.84
1581,10.4,1,0,0,0,0,8.5,2.5,2.5,0.4062
1582,17.74,2,0,0,0,0,6,7,10,3.5
1583,9.883,1,4,7,1328.1875,11.7975,0.9,7.6,6.4,0.625
1584,5.87,1,1,1,82.46875,0.86,2.5,5.75,5,0.2188
1585,6.663,1,2,2,227.28125,2.375,8.5,2.5,2.5,0.4062
1586,9.247,1,6,6,883.75,5.6563,2.75,6,4,0.75
1587,9.526,1,2,2,272.40625,1.2931,3,11.5,4.25,1.84
1588,10.6,1,6,8,764.0625,6.5156,3,5,5,1.0625
1589,5.763,1,4,7,162.15625,3.92,9.5,4,4,3.4875
1590,7.53,1,8,11,1107.609375,14.3637,2.5,3.75,3.75,0.3312
1591,7.097,1,0,0,0,0,2.75,5,2.5,1.0125
1592,10.564,1,0,0,0,0,3.5,8.87,7.25,0.3125
1593,16.526,1,1,1,460.6875,1.84,9.5,3.85,3.85,4.4938
1594,5.256,1,2,2,412.703125,5.46,2.75,5,2.5,1.0125
1595,8.22,2,1,2,231,1.3,9.5,4,4,3.4875
1596,5.294,1,6,6,691.0575,7.8625,3,11.5,4.25,1.84
1597,6.8,1,7,11,673.640625,7.075,9.5,4,4,4
1598,12.754,2,8,11,1597.0625,11.975,9.45,6.3,0.5,0.4375
1599,8.707,1,5,6,538.61,6.1612,6.5,6.5,0.85,0.6438
1600,4.734,1,1,3,87.282624,0.3312,3,11.5,4.25,1.84
1601,8.783,1,2,2,189.0375,1.4837,3,4.25,4.25,1
1602,18.13,3,0,0,0,0,10.25,4.5,4.5,3
1603,5.36,1,4,4,1386.375,3.6312,3,11.5,4.25,1.84
1604,38.21,1,4,4,361.875,7.1875,0.9,7.6,6.4,0.625
1605,7.254,1,2,2,100.34375,1.61,1.75,9.75,2,0.6562
1606,13.163,1,2,2,377.46875,4.44,10,3,3,2
1607,4.37,1,0,0,0,0,10.25,4.5,4.5,3
1608,6.894,1,2,5,1073.375,12.56,9.25,3,3,2.24
1609,14.52,5,7,31,1479.90625,8.6287,2.5,4,4,0.3312
1610,14.826,2,4,9,497.0625,8.3475,1.5,6.25,5.25,0.875
1611,12.724,4,1,2,148.75,1.375,2.5,3.25,3.25,0.3312
1612,10.1,1,3,10,324,1.0938,2,4.25,4.25,0.54
1613,9.993,1,4,5,1236.146425,14.2675,1,9.5,6.25,0.52
1614,11.763,1,0,0,0,0,2.75,6,4,0.75
1615,4.503,1,0,0,0,0,4,5,5,0.875
1616,23.824,3,12,15,1638.76611,22.9562,3.5,2.75,2.75,0.4062
1617,17.49,1,1,1,207.5625,3,8.5,2.5,2.5,0.4062
1618,9.517,2,6,10,656.796875,8.275,5.25,10.25,0.25,0.5
1619,5.25,1,3,3,376.46875,3.9825,3,11.5,4.25,1.84
1620,7.18,1,5,5,417.921875,4.62,2,7.25,2,0.5
1621,5.916,1,3,3,166.515625,2,0.25,7.5,9.75,0.1875
1622,9.853,2,5,11,657.6875,6.0012,1.65,4.29,4.29,0.25
1623,92.204,1,1,1,114.4,0.59,0.25,7.5,9.75,0.1875
1624,12.553,2,7,27,1237.049476,3.3323,1.25,6.25,4.25,0.5625
1625,10.35,1,4,4,379.875,2.45,2.75,11.75,4,1.5
1626,17.433,1,3,3,380.375,3.96,6.25,2.5,2.5,0.9
1627,9.273,2,4,5,420.625,2.975,5.563,5.125,0.938,0.5625
1628,13.816,1,6,7,1176.0625,5.8237,9.25,3,3,2.24
1629,16.436,2,1,1,167.0625,0.4375,2,5,1,0.1437
1630,4.12,1,9,17,1484.03125,10.5162,3,11.5,4.25,1.84
1631,12.277,4,15,17,1613.0625,17.0025,2.5,4,4,0.4
1632,11.326,1,3,6,502.6875,3.6575,8.5,5.5,0.85,0.42
1633,20.303,3,10,14,1319.90625,17.0611,2.5,7,6.25,0.25
1634,19.053,1,6,6,564.09375,6.9725,3,11.5,4.25,1.84
1635,74.847,2,9,12,1507.25125,15.6375,2.5,3.25,3.25,0.3312
1636,10.21,1,13,14,1276.023125,12.8537,2,4.5,3.75,0.58
1637,26.297,1,8,9,1045.920384,6.3447,8.5,2.5,2.5,0.4062
1638,11.28,1,8,12,836.8152393,11.555,5.25,10.25,0.25,0.5
1639,15.27,1,0,0,0,0,6.25,2.5,2.5,0.9
1640,32.996,4,5,10,838.5625,5.25,1.25,5.75,3,0.5
1641,13.87,1,2,2,89.71875,1.4,2.5,3.5,3.5,0.5625
1642,13.117,1,0,0,0,0,9.5,4,4,4
1643,9.606,1,3,4,673.3125,4.3,4,5,5,0.875
1644,9.096,2,5,5,658.8125,8.23,0.9,7.6,6.4,0.625
1645,8.86,1,8,10,1145.953375,4.0331,1.743,4.6,4.6,0.5625
1646,43.877,1,4,4,708.796875,11,0.9,7.6,6.4,0.625
1647,12.476,1,2,2,112.59375,1.3,2.25,3,3,0.2656
1648,30.446,6,0,0,0,0,2.5,3.75,3.75,0.375
1649,11.457,1,3,3,501.5,5.32,2.26,3.74,3.74,0.3312
1650,6.21,1,9,12,832.4325,9.8675,2.75,5,2.5,1.0125
1651,96.75,1,0,0,0,0,1.25,8.25,5.5,0.4
1652,8.566,1,4,5,294.46875,2.6331,7.25,8.25,2.5,0.125
1653,10.117,1,0,0,0,0,0.25,6.75,7.5,0.25
1654,10.544,1,4,15,369.625,4.505,5.5,2.75,2.75,1.2375
1655,12.213,1,7,15,1097.375,6.8313,4.75,6,1.5,0.5
1656,8.84,1,0,0,0,0,3,11.5,4.25,1.84
1657,7.044,1,2,2,97.046875,0.9775,1,10.25,6,0.5
1658,6.693,1,10,11,943.4375,14.2812,1.5,4.25,2.5,0.5
1659,5.506,1,3,3,286.85625,1.1581,1.5,5.25,4.5,0.78
1660,7.373,2,8,12,944.062516,10.6712,5.25,10.25,0.25,0.5
1661,15.13,1,0,0,0,0,3,11.5,4.25,1.84
1662,5.004,1,6,15,965.765625,5.2225,2,4.5,3.75,0.58
1663,23.42,5,2,7,979.875,1.31,8.5,2.5,2.5,0.4062
1664,9.307,1,6,6,337.171875,7.1725,2,7.25,3.25,0.4375
1665,24.84,1,4,4,345.625,5.8234,3,11.5,4.25,1.84
